Kalimat,Tingkat Pemahaman
Tak kusangka kita dapat bertemu sekian lama kita tak berjumpa betapa hatiku sangat bahagia meski hidup kita telah berbeda,Belum Berkembang
Masa remaja takkan terulang di dalam hidup hanya sekali saja kenangan semua akan berlalu hanya kerinduan yang selalu ada,Sudah Mahir
"Perpustakaan adalah suatu lembaga yang dikenal sebagai pusat informasi/pusat ilmu pengetahuan yang diatur dengan sistem aturan dan didayagunakan untuk kepentingan dalam berbagai bidang, meliputi bidang pendidikan, penelitian, serta rekreasi intelektual bagi masyarakat luas.",Sudah Mahir
"Sebagai sebuah sistem, perpustakaan terdiri dari berbagai unit kerja/bagian yang saling terintegrasi.",Sudah Mahir
"disediakannya koleksi yang bersifat ringan seperti surat kabar, majalah umum, buku-buku fiksi, dan sebagainya, diharapkan dapat menghibur pembacanya di saat yang memungkinkan.",Sudah Mahir
Koleksi perpustakaan sekolah dapat dijadikan bahan untuk membantu dilakukannya kegiatan penelitian sederhana,Sudah Mahir
Mendorong dan mempercepat proses penguasaan teknik membaca para siswa.,Berkembang Sedang
Menumbuh kembangkan minat dan kebiasaan membaca para siswa.,Berkembang Sedang
Menyediakan berbagai macam sumber informasi untuk kepentingan pelaksanaan kurikulum.,Berkembang Sedang
"Sekolah Polisi Negara tidak hanya mendidik para siswa calon Bintara Polri dengan materi-materi pembelajaran tetapi juga dilatih baik secara fisik, mental dan keterampilan",Berkembang Sedang
Aku merasa jengah dengan kecanggungan ini karena kami berdua memang tidak dekat,Sudah Mahir
Dia menutup buku dan memijat pelipisnya karena merasa lelah mengerjakan tugas,Berkembang Sedang
"Ia menenggak air mineral dalam botol di atas meja belajar, lalu meraih ponsel",Berkembang Sedang
Hal ini terkait dengan keputusan Menteri Pendidikan dan Kebudayaan di Indonesia yang menyarakan supaya melaksanakan sistem belajar secara online untuk mencegah penularan di sekolah.,Sudah Mahir
Banyak daerah yang belum siap daring karena sinyal di daerahnya kurang memadai.,Sudah Mahir
"Tidak menutup kemungkinan kalau pembelajaran daring ini pastinya akan menimbulkan keresahan bagi para siswa, mahasiswa maupun orang tua yang ikut andil dalam membantu anaknya mengerjakan tugas.",Sudah Mahir
Pembelajaran daring ini pastinya juga berdampak positif dan negatif bagi kita semua karena pembelajaran ini tidak dilakukan secara tatap muka.,Sudah Mahir
Penyebaran virus Covid-19 ini berdampak pada pendidikan di Indonesia karena semua pembelajaran di sekolah mulai dihentikan dan dilakukan secara daring,Sudah Mahir
Tidak ada lagi pembelajaran tatap muka bahkan semua aktivitas di sekolah dilakukan dari jarak jauh.,Belum Berkembang
Banyak isu dan masalah yang terjadi selama proses belajar mengajar yang dilaksanakan secara daring.,Sudah Mahir
Masing-masing tingkatan umur memiliki tingkat kebugaran jasmani yang berbeda.,Berkembang Sedang
"Pengaruh umur juga berpengaruh terhadap kelenturan dan komposisi tubuh, hal itu biasanya terjadi karena proses menua yang disebabkan menurunnya elastisitas otot.",Sudah Mahir
"Ketika usia pubertas, kebugaran jasmani laki-laki hampir sama dengan perempuan.",Berkembang Sedang
Asupan gizi yang seimbang sangat berpengaruh terhadap kebugaran jasmani seseorang.,Berkembang Sedang
Pengolahan bahan makanan juga berpengaruh terhadap makanan yang dikonsumsi.,Berkembang Sedang
"Bagi yang ingin mempertahankan dan meningkatkan kebugaran jasmani, dianjurkan memenuhi kebutuhan karbohidrat, protein, dan lemak yang sesuai standar para ahli gizi.",Sudah Mahir
Istirahat yang cukup menjadi faktor yang penting dan berpengaruh,Berkembang Sedang
"Faktor keturunan ini berpengaruh terhadap kapasitas jantung, perut, postur tubuh, sel darah, obesitas, dan serat atas",Berkembang Sedang
"Lingkungan yang baik dan kondusif akan mempengaruhi seseorang, baik fisik atau mental.",Sudah Mahir
"Latihan fisik adalah suatu kegiatan yang menurut cara dan aturan tertentu, yang punya sasaran buat meningkatkan efesiensi tubuh dan sebagai hasil akhir yaitu peningkatan kesegaran jasmani.",Sudah Mahir
Teknologi adalah keseluruhan sarana untuk menyediakan barang-barang yang diperlukan bagi kelangsungan dan kenyamanan hidup manusia,Sudah Mahir
"Penemuan prasejarah tentang kemampuan mengendalikan api telah menaikkan ketersediaan sumber-sumber pangan, sedangkan penciptaan roda telah membantu manusia dalam bepergian dan mengendalikan lingkungan mereka",Berkembang Sedang
"Meluasnya gagasan tentang efisiensi dalam konteks produktivitas manusia, suatu istilah yang pada awalnynya hanya menyangkut permesinan.",Sudah Mahir
Kata yang sering digunakan untuk merepresentasikan sebuah permainan digital yang sedang marak di zaman yang modern ini,Sudah Mahir
Permainan diawali dengan berkumpulnya semua pemain di suatu area untuk bersiap-siap,Berkembang Sedang
"Jika masing-masing anggota tim tidak bekerjasama dan berkomunikasi dengan baik, maka akan sulit memenangkan pertandingan karena musuh berada di mana saja",Sudah Mahir
Permainan ini diminati oleh banyak orang dari berbagai kalangan dan usia serta berbagai daerah baik dari dalam negeri maupun luar negeri.,Berkembang Sedang
"Memperoleh manfaat peningkatan pola pikir semakin cepat jika sering bermain game strategi yang akan merangsang otak untuk mampu berpikir dengan cepat, khususnya dalam mengambil keputusan.",Sudah Mahir
Hal ini lah yang secara tidak langsung mampu membuat kemampuan berbahasa asing anda meningkat,Sudah Mahir
Kecanduan ini akan sangat berbahaya terlebih lagi jika lupa akan segala tanggung jawab atau kemudian akan melupakan semua kegiatan.,Sudah Mahir
Kebanyakan bergaul di dunia virtual membuat waktu untuk berinteraksi dengan manusia di dunia nyata sangat minim,Sudah Mahir
"Kebiasaan ini menciptakan manusia yang kurang peka terhadap keadaan sekitar, bahkan menjadi manusia yang tidak peduli",Sudah Mahir
Terlalu asyik bertarung dalam permainan ini membuat pemain lupa waktu,Berkembang Sedang
"Keputusan adalah proses penelusuran masalah yang berawal dari latar belakang masalah, identifikasi masalah, hingga kepada terbentuknya kesimpulan atau rekomendasi",Sudah Mahir
Komputer bisa meningkatkan kualitas keputusan yang dibuat,Berkembang Sedang
"Wireshark juga digunakan untuk mengamati, menganalisis, dan merekam lalu lintas jaringan dalam bentuk paket data untuk mengetahui bagaimana sebuah data dikirimkan dan diterima melaluin jaringan",Sudah Mahir
"Dengan mengamati paket data yang dikirimkan dan diterima, protokol yang digunakan dapat dianalisis, mengidentifikasi ancaman yang mungkin tersembunyi di dalamnya, dan mengidentifikasi potensi kerentanan yang dapat dimanfaatkan oleh penyerang",Sudah Mahir
Mendeskripsikan peran akuntansi manajemen dalam sebuah organisasi,Berkembang Sedang
"Merencanakan, mengatur, mengevaluasi, dan peningkatan terus-menerus",Berkembang Sedang
Memantau pelaksanaan rencana dan melakukan tindakan perbaikan bila diperlukan,Berkembang Sedang
"Literasi merupakan proses seseorang dalam membaca, menulis, berbicara, menghitung, dan memecahkan masalah dalam kehidupan sehari-hari.",Berkembang Sedang
Banyak yang mengangap membaca bukanlah hal yang penting dan merupakan hal yang biasa saja,Sudah Mahir
"Hal ini disebabkan oleh beberapa faktor, yaitu malas membaca, gaya hidup, teknologi, dan sulitnya akses buku bagi masyarakat di pedesaan dan masyarakat miskin, kurangnya kesadaran dari masyarakat akan manfaat yang didapat dari kegiatan membaca.",Sudah Mahir
"Kualitas pendidikan yang rendah menyebabkan rendahnya kualitas lulusan pada tingkat pendidikan primer, sekunder, maupun pendidikan tinggi",Sudah Mahir
Ini berujung pada rendahnya pertumbuhan dan akhirnya berdampak terhadap rendahnya tingkat kesejahteraan yang ditandai oleh rendahnya pendapatan per kapita,Sudah Mahir
"Istilah konstitusi dalam bahasa inggris memiliki makna yang lebih luas dari pada UUD, yakni konstitusi adalah keseluruhan dari peraturan-praturan baik yang tertulis maupun yang tidak tertulis yang mengatur dan mengikat cara-cara bagaimana suatu pemerintahan diselenggarakan dalam suatu masyarakat",Sudah Mahir
"Konstitusi tidak hanya bersifat yuridis, melainkan juga bersifat sosiologis dan politis",Berkembang Sedang
Selalu tebar kegembiraan dan kasih sayang yang tulus seperti Tuhan menyayangi kita.,Sudah Mahir
Berkat kekuatan cinta kasih pertemanan mereka terbentuk kembali,Berkembang Sedang
"Sekarang  Berbahagialah karena kesedihan dan kepedihan dalam dirimu sudah kupulihkan, tebarkan kebahagiaan dan kasih sayangmu kepada orang-orang disekitarmu dan orang-orang yang telah menyakitimu",Sudah Mahir
Seketika semua kesedihan yang dirasakannya hilang tak bersisa dan ia merasa sangat gembira dan dicintai dengan tulus lagi,Sudah Mahir
Ia memandang jalanan memperhatikan orang yang lewat dan orang yang fokus dengan kegiatannya,Sudah Mahir
Burung-burung berkicau seolah sedang menyanyikan lagu untuk alam,Berkembang Sedang
Bunyi riak jernih sungai beradu dengan batu kali berpadu dengan sahutan dari beberapa penghuni hutan yang lainnya,Sudah Mahir
Bunyi bising itu bercampur dengan deru sesuatu yang sama sekali tidak dikenal.,Sudah Mahir
"Selama ini yang mereka tahu, langit selalu berwarna biru cerah dengan awan putih berarakan",Sudah Mahir
Hutan hijau yang selalu ia kagumi sudah berubah menjadi hutan merah yang sangat panas,Sudah Mahir
Wajahnya dibenamkan dalam kedua telapak tangan yang lemah,Berkembang Sedang
Dia tak kuat hidup dalam lingkaran kesedihan yang menggiringnya menuju kegilaan,Berkembang Sedang
"Tetesan bening meleleh, merayapi sudut wajahnya",Belum Berkembang
Mereka tidak pernah mau tahu separah apakah kerusakan jiwa yang mendera orang yang mereka cemooh,Sudah Mahir
Ia tetap tidak akan hidup dalam damai seperti sebelumnya,Berkembang Sedang
"Sesaat, ia pikir cahaya itu hanya datang dari luapan fantasinya ketika ia sudah berhasil mati",Sudah Mahir
Dimensi yang akan membawanya menuju keabadian,Belum Berkembang
Puluhan layang-layang yang berada di atas kepalaku terlihat seperti rangkaian burung yang sedang bermigrasi,Sudah Mahir
"Angin pantai yang berhembus kencang membuat mereka terbang lebih jauh dan tinggi, tapi tetap di bawah kendali kekangan tali kenur",Sudah Mahir
Banyak wisatawan asing yang sedang bermain di Pantai Selatan ini,Berkembang Sedang
Dibesarkan di pesisir pantai membuat aku memiliki ketakutan yang berbeda dari orang lain,Sudah Mahir
"Bapakku masih terlihat segar, meski wajahnya sudah dipenuhi keriput",Berkembang Sedang
"agai asap pekat yang menyesakkan dada, tidak mudah hilang meski aku meniupnya terus menerus, tetap menyerang paru-paru, serapat apapun aku menutup hidung",Sudah Mahir
"Langit malam di belakangnya, seperti latar belakang yang menggambarkan kehampaannya",Berkembang Sedang
Kegelapan itu pun berubah menjadi cahaya terang,Berkembang Sedang
Lelaki tua itu selalu suka mengenakan lencana merah putih yang disematkan di bajunya,Sudah Mahir
Tapi ia juga sering meratap-ratap setiap kali membaca koran yang memberitakan keadaan negara ini semakin miskin akibat korupsi yang telah dianggap wajar bagi semua pengelola negara,Sudah Mahir
"Gemuruh gelombang, tiupan angin kencang di kegelapan malam seolah-olah memberi tanda bahwa alam sedang murka, laut sedang marah",Sudah Mahir
Keberadaan mitologi kosmologi Sembilan Dunia ini berhubungan dengan pohon suci Yggdrasil.,Berkembang Sedang
Keindahan alam terpancar dari semburat jingga di ufuk timur saat mentari pagi mulai menyapa.,Belum Berkembang
Kicauan burung merdu menemani langkah kaki mungil yang bersemangat menuju sekolah.,Berkembang Sedang
Aroma harum kopi robusta membangkitkan semangat di pagi yang mendung.,Berkembang Sedang
Derai tawa anak-anak di taman bermain bagaikan melodi indah yang menghiasi hari.,Sudah Mahir
Angin sepoi-sepoi membawa aroma laut yang menyegarkan saat bersantai di pantai.,Berkembang Sedang
"Deburan ombak memecah kesunyian di tepi pantai, menenangkan jiwa yang gundah.",Berkembang Sedang
"Cahaya rembulan menerangi malam, menemani para pencinta bintang yang mengamati rasi bintang.",Sudah Mahir
Kemerlap lampu kota di malam hari bagaikan permadani indah yang menghiasi langit.,Sudah Mahir
Hiruk pikuk pasar tradisional mencerminkan denyut nadi kehidupan masyarakat.,Berkembang Sedang
"Deretan gedung pencakar langit menjulang tinggi, menjadi simbol kemajuan kota metropolitan.",Berkembang Sedang
"Sepiring nasi hangat dengan lauk pauk sederhana, hidangan lezat yang tak tergantikan.",Sudah Mahir
"Secangkir teh hangat di tangan, menghangatkan tubuh dan menenangkan pikiran.",Berkembang Sedang
"Senyum hangat dari orang tersayang, mampu menghangatkan hati dan mengusir kesedihan.",Berkembang Sedang
"Pelukan erat dari sahabat, memberikan kekuatan dan semangat untuk menghadapi hari.",Berkembang Sedang
"Tawa lepas bersama keluarga, menjadi momen indah yang tak terlupakan.",Berkembang Sedang
"Sebuah buku yang penuh dengan kisah inspiratif, mampu membuka jendela ilmu dan pengetahuan.",Sudah Mahir
"Melodi musik yang indah, mampu membangkitkan berbagai macam emosi.",Berkembang Sedang
"Tarian tradisional yang penuh makna, mencerminkan kekayaan budaya bangsa.",Berkembang Sedang
"Lukisan yang penuh dengan warna dan goresan, mampu mengungkapkan berbagai macam perasaan.",Sudah Mahir
"Patung yang menawan, menjadi saksi bisu sejarah dan budaya.",Berkembang Sedang
"Sebuah film yang menyentuh hati, mampu mengantarkan kita pada berbagai macam pengalaman.",Sudah Mahir
"Permainan yang seru dan menyenangkan, menjadi perekat persahabatan.",Berkembang Sedang
"Olahraga yang menyehatkan, menjadi kunci untuk hidup yang bugar dan aktif.",Berkembang Sedang
"Perjalanan wisata yang mengasyikkan, membuka wawasan dan memperkaya pengalaman.",Berkembang Sedang
"Belajar dengan tekun dan giat, adalah kunci untuk meraih kesuksesan.",Berkembang Sedang
"Bekerja keras dan penuh dedikasi, adalah kunci untuk mencapai cita-cita.",Berkembang Sedang
"Membantu orang lain dengan tulus, membawa kebahagiaan bagi diri sendiri dan orang lain.",Berkembang Sedang
"Menjaga kelestarian alam, adalah tanggung jawab kita semua.",Berkembang Sedang
"Melestarikan budaya bangsa, adalah warisan yang harus dijaga.",Berkembang Sedang
"Menjalin hubungan yang baik dengan sesama, adalah kunci untuk hidup yang damai.",Sudah Mahir
"Cinta kasih dan kasih sayang, adalah fondasi kehidupan yang harmonis.",Berkembang Sedang
"Kejujuran dan keadilan, adalah pilar utama untuk membangun masyarakat yang sejahtera.",Berkembang Sedang
"Kesabaran dan ketekunan, adalah kunci untuk mencapai tujuan.",Berkembang Sedang
"Syukur dan terima kasih, adalah kunci untuk menemukan kebahagiaan.",Berkembang Sedang
"Bermimpi besar dan berani melangkah, adalah kunci untuk meraih mimpi.",Berkembang Sedang
"Pantang menyerah dan terus berjuang, adalah kunci untuk mencapai kesuksesan.",Berkembang Sedang
"Belajar dari kesalahan dan terus memperbaiki diri, adalah kunci untuk menjadi pribadi yang lebih baik.",Sudah Mahir
"Menghargai waktu dan menggunakannya dengan bijak, adalah kunci untuk meraih apa yang diinginkan.",Sudah Mahir
"Menjaga kesehatan dan kebugaran tubuh, adalah investasi yang paling berharga.",Berkembang Sedang
"Menjaga pola makan dan gaya hidup sehat, adalah kunci untuk hidup yang panjang dan bahagia.",Sudah Mahir
"Merawat diri dan memanjakan diri, adalah cara untuk mencintai diri sendiri.",Berkembang Sedang
"Menemukan passion dan menjalani hidup dengan penuh semangat, adalah kunci untuk mencapai kebahagiaan sejati.",Sudah Mahir
"Meninggalkan jejak positif dan menginspirasi orang lain, adalah cara untuk membuat dunia menjadi lebih baik.",Sudah Mahir
"Membuat perbedaan dan berkontribusi bagi kemajuan masyarakat, adalah kunci untuk hidup yang berarti.",Sudah Mahir
"Bersyukur atas apa yang dimiliki dan selalu optimis, adalah kunci untuk menjalani hidup dengan penuh kebahagiaan.",Sudah Mahir
"pestisida rumah tangga racun kontak dan pernapasan, berbentuk aerosol untuk mengendalikan nyamuk, lalat, kecoa di dalam ruangan.",Sudah Mahir
"Jangan disemprotkan pada makanan, minuman, dan binatang peliharaan.",Berkembang Sedang
Autan losion anti nyamuk dengan wangi bunga sakura melindungi anda dan keluarga di dalam maupun lujar rumah.,Berkembang Sedang
Membantu meredakan biang keringat dan gatal-gatal pada kulit.,Berkembang Sedang
"Sama seperti namanya, kota ini terlihat sempurna, kecuali satu hal, semua penduduknya menjadi buta tidak lama setelah tiba di kota ini dan membutuhkan kacamata khusus untuk melihat lagi.",Sudah Mahir
Suara itu terdengar semakin keras saat berpacu ke arahnya.,Berkembang Sedang
Ia melihat dengan cepat ke arah sumber suara.,Berkembang Sedang
Bersembunyi dalam keremangan senja dan semak-semak kebun pada kulit pohon ek.,Berkembang Sedang
Tempat itu memberikan pandangan menyeluruh ke arah rumah dan jalan mobil yang berkerikil.,Sudah Mahir
Cahaya menyoroti rerumputan di dekat kakinya dan dia mundur lebih jauh ke dalam bayang-bayang.,Berkembang Sedang
Sebuah mobil perak maju di sepanjang jalan masuk yang berkerikil menuju ke arahnya kemudian berhenti.,Sudah Mahir
Detak jantungnya berpacu dengan kencang,Belum Berkembang
"Terus mengawasi, setenang patung, gelenyar menari-nari di tulang punggungnya.",Berkembang Sedang
"Pintu belakang mobil terbuka sedikit, kemudian dengan cepat tertutup lagi saat angin sepoi-sepoi mendesirkan dedaunan di atas kepalanya.",Berkembang Sedang
Ayahnya bersikap egois dan ia mengatakannya secara terang-terangan kepada ayahnya sambil bersimbah untuk melihat ke kiri dan kanan,Sudah Mahir
"Dahan-dahan raksasa yang meliuk-liuk menari-nari ditiup angin, menciptakan bayang-bayang di sekitar pelataran kerikil.",Sudah Mahir
Ibunya kerap berkata bahwa Ia memiliki imajinasi yang aktif.,Berkembang Sedang
Ia tahu cara menghidupkan imajinasinya hanya dengan mengamati pekarangan gelap di luar dan membayangkan semua monster yang mungkin mengintai di balik pepohonan di sekitar.,Sudah Mahir
Segera mengambil ancang-ancang untuk berlari.,Belum Berkembang
"Bersandar pada dinding lorong depan dan merosot ke lantai, mencoba mengatur napas.",Berkembang Sedang
Lorong masuk itu ditutupi ubin berwarna krem mengilat yang sempurna untuk kaus kaki.,Sudah Mahir
"Mulai berlari dan meluncurkan diri sampai tiba di ruangan tepat di depannya, menghentikan seluncurannya pada meja dapur.",Berkembang Sedang
"Empat pasang mata menoleh menatapnya, dua pasang menyorot malu, dua lagi dengan terkejut.",Belum Berkembang
Seorang akuntan di sebua firma yang sukses dan punya banyak teman di kota lamanya.,Sudah Mahir
"Meskipun itu sulit dan mungkin mereka tidak ingin melakukannya, dan kepindahan ini termasuk hal yang benar bagi keluarga mereka",Sudah Mahir
"Segala sesuatu pada lelaki itu serba panjang, mulai dari lengan-lengannya yang mirip ular dan jemarinya yang mirip cacing, sampai ke hidung setipis pensil yang hampir membagi dua wajahnya sama besar.",Sudah Mahir
Kekurangan tinggi ditebus lelaki itu dengan lebar tubuh.,Berkembang Sedang
Perawakannya persegi seperti sebongkah roti tawar,Belum Berkembang
Kepalanya melekat ke bahu seolah-olah ia lupa menumbuhkan leher dan matanya yang agak cembung seolah ingin mencelat keluar dari wajahnya.,Sudah Mahir
Kami sudah mendatangkan beberapa ilmuwan untuk menyelidiki situasi ini.,Berkembang Sedang
Menemukan cara cerdik untuk mengatasi masalah kecil,Berkembang Sedang
Memenankan penghargaan atas riset dan akan dimujat di sampul majalah,Berkembang Sedang
Melirik sang suami dengan cemas,Belum Berkembang
Tercetak dalam tulisan bersepuh emas penuh hiasan di bawah gambar kecokelatan si kembar dalam topi bowler serta celemek putih.,Berkembang Sedang
Menuangkan air mendidih ke dalam poci,Belum Berkembang
Tanaman itu baik untuk kesehatan dan memiliki kandungan yang sangat tidak biasa,Sudah Mahir
Kebanyakan orang di sini minum setidaknya secangkir sehari.,Berkembang Sedang
Bayangkan rasa paling enak yang bisa kalian pikirkan lalu ciciplah,Berkembang Sedang
Bongkahan besar es krim vanilla dingin dicelupkan ke minuman bersoda rasa jeruk.,Belum Berkembang
Membayangkan awan buih menggelembung meleleh di pinggiran gelasnya dan hampir bisa mencicipi semburan rasa tersebut.,Berkembang Sedang
Mulutnya berair saat mengangkat cangkir teh,Belum Berkembang
Memang ada sejumlah kejanggalan tentang tempat ini,Berkembang Sedang
Ia berkata aturan tersebut diberlakukan agar semua orang bisa tidur nyenyak,Berkembang Sedang
"Kemudian, Ia berguling dan tergelincir ke dalam tidur malam yang sempurna, tidak menyadari masalah yang akan dihadapinya di pagi hari",Sudah Mahir
"Matahari menghangatkan wajah, dengan lembut menyadarkan dari mimpi saat sinarnya menerobos lewat jendela kamar.",Belum Berkembang
Sudah meregangkan tubuh dan duduk tegak sebelum menyadari ada yang tidak beres.,Sudah Mahir
"Tetapi segala sesuatu tepat di depan matanya diliputi oleh gumpalan hitam besar, seolah-olah tinta telah bocor ke seluruh matanya.",Berkembang Sedang
"Menarik satu kaki dari balik selimut, lalu menurunkannya ke lantai.",Berkembang Sedang
Kasurnya masih hangat.,Belum Berkembang
"Tersaruk-saruk melintasi ruangan, kemudian jendela berdecit dan udara dingin menggelitik ujungkaki yang terjulur keluar dari balik selimut.",Sudah Mahir
Saya khawatir karena kami semua terbangun dalam kondisi agak buruk,Berkembang Sedang
Efeknya datang lebih cepat dari yang kami sangka,Berkembang Sedang
Emporium jauh lebih sulit diucapkan karena lebih suka jika menyebutnya sebagai toko,Sudah Mahir
Tersentak ketika lapisan kulit yang dingin menyentuh tungkai telanjangnya,Berkembang Sedang
"Masih mengenakan piama pendek, setelan pakaian berbulu dengan motif hati",Berkembang Sedang
Kebutaan membuat keheningan terasa menakutkan,Belum Berkembang
Tangannya disisipkan ke bawah paha dan kakinya diayunkan sambil mencoba mengingat sebuah lagu bahagia,Berkembang Sedang
"Seseorang meraih bahunya, menariknya mundur lagi",Belum Berkembang
Mencondongkan tubuh dari kursi,Belum Berkembang
Keheningan menggantung di udara sejenak,Belum Berkembang
Buku-bukunya tua dan ada beberapa yang sudah begitu usang sampai-sampai sulit dibaca apa yang tertera di punggungnya.,Sudah Mahir
"Jenis buku yang tidak hanya menyampaikan kisah pada halaman-halamannya, tetapi juga tentang orang-orang yang pernah memilikinya",Sudah Mahir
Itu berarti jika buku tersebut barang bekas dan bau,Berkembang Sedang
Kondisi inni jauh sekali dari kesempurnaan yang ada di benaknya,Berkembang Sedang
Segala sesuatu tampak sangat jelas dan harus diakui pemandangannya benar-benar indah,Berkembang Sedang
"Rumah mereka berada di pinggiran kota, di hilir jalan raya panjang yang dijajari oleh pepohonan",Sudah Mahir
Pepohonan yang tumbuh memiliki interval jarak yang sama persis yang diukur dengan cara menghitung langkah,Sudah Mahir
Melihat bangunan batu dalam segala kemegahannya,Belum Berkembang
"Tidak ada permen karet yang ditempelkan pada bangku-bangku taman hitam yang membatasi jalan setapak, dan tidak ada grafiti sekecil apa pun pada dinding",Sudah Mahir
Seperti polesan atau kilauan yang entah bagaimana semua orang bersinar,Berkembang Sedang
Tidak ada toko makanan cepat saji di mana pun,Berkembang Sedang
Melihat lebih jelas menara jam raksasa yang bertengger di puncak atap balai kota,Sudah Mahir
Membayangkan dapat melihat seluruh kota dan pegunungan dari atas sana,Berkembang Sedang
Seorang perempuan lansia memandang keluar ke arahnya,Berkembang Sedang
"Rambut putihnya tidak acak-acakan tetapi juga tidak bisa dibilang rapi, seolah-olah perempuan itu benci harus menyisir",Berkembang Sedang
"Dalam ketergesaannya, Ia tersandung tali sepatu yang lepas dan kacamatanya terjatuh",Berkembang Sedang
Secercah tawa bergema di sekelilingnya,Belum Berkembang
Tawa hantu yang sama dengan yang didengarnya di jalan mobil tadi malam,Sudah Mahir
Liburan musim panas berakhir,Belum Berkembang
Menyelenggarakan pertemuan buku,Belum Berkembang
Pergi dengan muka merah padam dan marah,Berkembang Sedang
Tidak pernah memanggang kue dan kemudian menghanguskan setiap masakan yang prnah dibuatnya,Sudah Mahir
"Bumi belum berbentuk dan kosong gelap gulita menutupi samudera raya, dan Roh Allah melayang-layang di atas permukaan air.",Berkembang Sedang
"Allah melihat bahwa terang itu baik, lalu dipisahkan-Nyalah terang itu dari gelap",Sudah Mahir
Jadilah cakrawala di tengah segala air untuk memisahkan air dari air.,Berkembang Sedang
"Hendaklah tanah menumbuhkan tunas-tunas muda, tumbuh-tumbuhan yang berbiji, segala jenis pohon buah-buahan yang menghasilkan buah yang berbiji, supaya ada tumbuh-tumbuhan di bumi",Sudah Mahir
Jadilah benda-benda penerang pada cakrawala untuk memisahkan siang dari malam.,Berkembang Sedang
"Biarlah benda-benda penerang itu menjadi tanda yang menunjukkan masa-masa yang tetap dan hari-hari dan tahun-tahun,  dan sebagai penerang pada cakrawala biarlah benda-benda itu menerangi bumi",Sudah Mahir
"Hendaklah bumi mengeluarkan segala jenis makhluk yang hidup, ternak dan binatang melata dan segala jenis binatang liar",Sudah Mahir
"Beranakcuculah dan bertambah banyak penuhilah bumi dan taklukkanlah itu, berkuasalah atas ikan-ikan di laut dan burung-burung di udara dan atas segala binatang yang merayap di bumi",Sudah Mahir
Kuberikan segala tumbuh-tumbuhan hijau menjadi makanannya,Belum Berkembang
"Ada suatu sungai mengalir dari Eden untuk membasahi taman itu, dan dari situ sungai itu terbagi menjadi empat cabang",Sudah Mahir
Bahtera itu harus kau buat berpetak-petak dan harus kau tutup dengan pakal dari luar dan dari dalam.,Berkembang Sedang
Sebab tujuh hari lagi Aku akan menurunkan hujan ke atas bumi empat puluh hari empat puluh malam lamanya,Sudah Mahir
Pekerja swasta asal Jakarta itu hanyalah satu dari sekian banyak WNI yang rela bepergian jauh demi merasakan euforia konser biduanita asal AS itu,Sudah Mahir
"dari bandara, mal, sampai setelah konser masih terasa euforianya",Berkembang Sedang
Mantan promotor musik terkemuka yang mendatangkan banyak musikus mancanegara,Berkembang Sedang
Mengatakan dewan turis Singapura memiliki visi dan misi yang jelas dalam memandang konser musik sebagai sumber pendapatan devisa dari sektor pariwisata,Sudah Mahir
Termasuk dengan memberikan insentif kepada promotor musik.,Berkembang Sedang
Meski memiliki pangsa pasar yang besar untuk konser musik dunia,Berkembang Sedang
Menteri Pariwisata dan Ekonomi Kreatif mengatakan dirinya akan mendiskusikan peluang kerja sama ke depan pada hari Jumat,Berkembang Sedang
Mengakui Indonesia masih membutuhkan kematangan dari segi infrastruktur dan regulasi yang fleksibel untuk ke depannya di samping aspek dana pendampingan.,Sudah Mahir
Sejumlah pengamat dan asosiasi bisnis memiliki pendapat lain,Berkembang Sedang
Padahal industri kreatif membutuhkan cara pandang dan manajemen baru,Berkembang Sedang
"Mencakup kemudahan imigrasi, izin keramaian, koordinasi dengan pemda, perbaikan transportasi publik, dan lokasi",Berkembang Sedang
Pemerintah bahkan masih menganggap industri kreatif sebagai beban atau ancaman keamanan yang membutuhkan banyak tenaga keamanan termasuk polisi,Sudah Mahir
"Bisa insentif, atau bisa juga pendirian lembaga perizinan satu pintu, diskon pajak, dan lain-lain",Berkembang Sedang
Sebelumnya para pelaku konser mesti mengajukan visa kerja dengan mengajukan izin bekerja ke Kementerian Ketenagakerjaan,Belum Berkembang
Orang yang cukup beruntung bisa mendapatkan tiket untuk menonton,Berkembang Sedang
"Menyebut masih ada beberapa keunggulan konser musik di Tanah Air apabila dibandingkan dengan Singapura, misalnya kualitas suara",Belum Berkembang
Sistem Pendukung Keputusan merupakan sebuah sistem yang memiliki kemampuan dalam memecahkan suatu permasalahan sehingga dapat membantu dalam pengambilan keputusan yang lebih baik dalam situasi semi terstruktur maupun tidak terstruktur.,Sudah Mahir
"Dilakukan oleh sistem berbasis komputer, digunakan untuk",Berkembang Sedang
"membantu pengambilan keputusan, digunakan untuk memecahkan masalah yang rumit yang mungkin mustahil untuk dipecahkan dengan kalkulasi manual ataupun riset literasi yang sederhana, SPK digunakan melalui cara simulasi yang interaktif, data dan model analisis pada SPK sebagai komponen utamanya.",Sudah Mahir
"Mendefinisikan masalah terlebih dahulu, kemudian pengumpulan data atau elemen informasi yang relevan, mengolah data menjadi informasi baik dalam bentuk laporan grafik maupun tulisan, setelah itu barulah menentukan alternatif-alternatif solusi.",Sudah Mahir
Bertujuan untuk meningkatkan efektifitas dalam pengambilan keputusan.,Berkembang Sedang
